index,millisecond,imageBound_x,imageBound_y,imageBound_width,imageBound_height,center_x,center_y,imagePoint_x,imagePoint_y,zoom,interval
1509,314991,680,22,105,62,733,53,728,36,9.62938848411648,90
1510,315077,680,22,105,62,733,53,727,36,9.62938848411648,86
1511,315167,680,22,105,62,733,53,725,37,9.62938848411648,90
1512,315259,680,22,105,62,733,53,727,38,9.62938848411648,92
1513,315337,680,22,105,62,733,53,729,43,9.62938848411648,78
1514,315442,680,22,105,62,733,53,730,45,9.62938848411648,105
1515,315735,680,22,105,62,733,53,731,46,9.62938848411648,293
1516,315823,712,28,105,62,765,59,731,46,9.62938848411648,88
1517,316046,712,28,105,62,765,59,732,46,9.62938848411648,223
1518,316118,712,28,105,62,765,59,732,46,9.62938848411648,72
1519,316194,712,28,105,62,765,59,732,46,9.62938848411648,76
1520,316280,712,28,105,62,765,59,733,46,9.62938848411648,86
1521,316356,712,28,105,62,765,59,733,46,9.62938848411648,76
1522,316430,712,28,105,62,765,59,737,46,9.62938848411648,74
1523,316504,712,28,105,62,765,59,751,45,9.62938848411648,74
1524,316594,712,28,105,62,765,59,753,45,9.62938848411648,90
1525,316669,738,30,105,62,791,61,753,45,9.62938848411648,75
1526,316742,738,30,105,62,791,61,753,45,9.62950395826261,73
1527,316818,738,30,105,62,791,61,754,45,9.63211729158352,76
1528,316884,738,30,105,62,791,61,755,44,9.63580777727077,66
1529,316975,738,30,105,62,791,61,756,44,9.64215418498144,91
1530,317054,738,30,105,62,791,61,758,43,9.65256155005308,79
1531,317127,738,30,105,62,791,61,761,42,9.66708108035635,73
1532,317197,738,30,105,62,791,61,778,48,9.68627527073402,70
1533,317382,738,30,105,62,791,61,785,51,9.71860098130067,185
1534,317561,768,37,105,62,821,68,785,51,9.87803237225929,179
1535,317650,768,37,105,62,821,68,785,51,10.3081888408279,89
1536,317735,768,37,105,62,821,68,785,51,10.7889935663747,85
1537,317810,768,37,105,62,821,68,789,52,11.5918893879413,75
1538,317864,768,37,105,62,821,68,801,55,13.8520347431318,54
1539,317934,773,40,88,51,817,66,797,54,13.8520347431318,70
1540,317991,773,40,88,51,817,66,801,54,16.2994773141211,57
1541,318068,778,42,73,43,815,64,800,55,16.2994773141211,77
1542,318123,778,42,73,43,815,64,801,55,19.3069924209083,55
1543,318182,782,44,61,36,813,62,801,54,19.3069924209083,59
1544,318236,782,44,61,36,813,62,801,54,21.8968950416526,54
1545,318295,785,46,51,30,811,61,801,55,21.8968950416526,59
1546,318351,785,46,51,30,811,61,800,54,23.7417293829771,56
1547,318424,787,47,42,25,808,60,801,54,23.7417293829771,73
1548,318497,787,47,42,25,808,60,801,54,23.628841080303,73
1549,318849,787,47,42,25,808,60,800,54,23.4502185702687,352
1550,318922,787,47,42,25,808,60,800,53,20.6199472523916,73
1551,318990,787,47,42,25,808,60,801,53,17.500265206996,68
1552,319055,785,46,51,30,811,61,800,53,17.500265206996,65
1553,319144,785,46,51,30,811,61,801,54,14.5054074210542,89
1554,319250,781,45,61,36,812,63,801,53,14.5054074210542,106
1555,319337,781,45,61,36,812,63,801,54,11.2724910329238,87
1556,319428,781,45,61,36,812,63,802,54,11.2724910329238,91
1557,319495,777,43,73,43,814,65,802,54,9.98395341268613,67
1558,319545,772,41,88,51,816,67,803,55,8.76974055059566,50
1559,319610,766,38,105,62,819,69,802,54,8.76974055059566,65
1560,319664,766,38,105,62,819,69,804,55,8.0244904034304,54
1561,319752,759,35,127,74,823,72,804,55,8.0244904034304,88
1562,319834,759,35,127,74,823,72,804,55,8.0244904034304,82
1563,319912,759,35,127,74,823,72,804,55,8.0244904034304,78
1564,319988,759,35,127,74,823,72,802,55,8.0244904034304,76
1565,320066,759,35,127,74,823,72,791,53,8.0244904034304,78
1566,320134,759,35,127,74,823,72,791,53,8.0244904034304,68
1567,320239,759,35,127,74,823,72,799,55,8.0244904034304,105
1568,320368,759,35,127,74,823,72,802,56,8.0244904034304,129
1569,320462,782,38,127,74,846,75,802,56,8.02712297536068,94
1570,320549,782,38,127,74,846,75,801,55,8.03161626573785,87
1571,320622,782,38,127,74,846,75,801,54,8.03790274228703,73
1572,320694,782,38,127,74,846,75,800,53,8.04617345131551,72
1573,320763,782,38,127,74,846,75,801,53,8.05766355041301,69
1574,320834,782,38,127,74,846,75,812,54,8.0738114177999,71
1575,320912,782,38,127,74,846,75,838,58,8.09833539375334,78
1576,321083,782,38,127,74,846,75,841,60,8.14197520608711,171
1577,321148,811,49,127,74,875,86,841,60,8.33189482339625,65
1578,321215,811,49,127,74,875,86,841,60,8.46674509074642,67
1579,321291,811,49,127,74,875,86,841,60,8.66953431378747,76
1580,321367,811,49,127,74,875,86,849,65,9.03135952452316,76
1581,321426,811,49,127,74,875,86,856,68,9.51259264895215,59
1582,321475,811,49,127,74,875,86,861,71,10.8227970918013,49
1583,321545,811,49,127,74,875,86,861,71,10.8227970918013,70
1584,321825,819,53,105,62,872,84,861,71,11.5552661809398,280
1585,321886,826,56,88,51,870,82,861,71,11.5552661809398,61
1586,321952,826,56,88,51,870,82,861,71,11.5552661809398,66
1587,322032,826,56,88,51,870,82,865,71,11.5552661809398,80
1588,322097,826,56,88,51,870,82,866,72,11.5552661809398,65
1589,322157,826,56,88,51,870,82,867,72,11.5552661809398,60
1590,322219,826,56,88,51,870,82,868,73,11.5552661809398,62
1591,322279,826,56,88,51,870,82,869,74,11.5552661809398,60
1592,322343,826,56,88,51,870,82,871,75,11.5552661809398,64
1593,322430,826,56,88,51,870,82,872,75,11.5552661809398,87
1594,322515,826,56,88,51,870,82,877,78,11.5552661809398,85
1595,322689,826,56,88,51,870,82,880,79,11.5552661809398,174
1596,322743,840,63,88,51,884,89,880,79,11.5552661809398,54
1597,322803,840,63,88,51,884,89,877,77,11.5552661809398,60
1598,322863,840,63,88,51,884,89,877,77,11.5552661809398,60
1599,322920,840,63,88,51,884,89,878,78,11.5552661809398,57
1600,322979,840,63,88,51,884,89,878,78,11.5552661809398,59
1601,323045,840,63,88,51,884,89,878,78,11.5552661809398,66
1602,323111,840,63,88,51,884,89,878,78,11.5552661809398,66
1603,323181,840,63,88,51,884,89,878,78,11.5552661809398,70
1604,323241,840,63,88,51,884,89,881,79,11.5552661809398,60
1605,323306,840,63,88,51,884,89,884,79,11.5552661809398,65
1606,323371,840,63,88,51,884,89,885,79,11.5552661809398,65
1607,323439,840,63,88,51,884,89,891,82,11.5552661809398,68
1608,323531,840,63,88,51,884,89,901,89,11.5552661809398,92
1609,323855,840,63,88,51,884,89,901,89,11.5552661809398,324
1610,323909,840,70,88,51,884,96,901,89,11.5490065822165,54
1611,323967,840,70,88,51,884,96,901,87,11.5445981921527,58
1612,324025,840,70,88,51,884,96,901,87,11.5385653153201,58
1613,324146,840,70,88,51,884,96,902,89,11.5284317862588,121
1614,324254,840,70,88,51,884,96,904,91,11.4983958332879,108
1615,324364,840,70,88,51,884,96,906,92,11.4547821367876,110
1616,324782,840,70,88,51,884,96,906,93,11.3637941440738,418
1617,324844,840,70,88,51,884,96,906,93,9.79726250036424,62
1618,324905,840,70,88,51,884,96,903,86,8.33179112083342,61
1619,324977,840,70,88,51,884,96,903,85,8.33179112083342,72
1620,325029,827,67,105,62,880,98,903,85,7.26172429705458,52
1621,325097,812,63,127,74,876,100,902,85,7.26172429705458,68
1622,325168,812,63,127,74,876,100,902,85,6.94415629683405,71
1623,325221,812,63,127,74,876,100,901,84,6.53888163829001,53
1624,325266,812,63,127,74,876,100,899,83,5.63102159437365,45
1625,325323,812,63,127,74,876,100,896,82,5.63102159437365,57
1626,325383,795,60,152,89,871,105,896,82,4.88514473110743,60
1627,325444,795,60,152,89,871,105,896,82,4.88514473110743,61
1628,325496,774,55,182,106,865,108,896,82,4.6438023168,52
1629,325553,750,50,219,128,860,114,896,82,4.6438023168,57
1630,325612,750,50,219,128,860,114,896,82,4.6438023168,59
1631,325672,750,50,219,128,860,114,894,80,4.6438023168,60
1632,325730,750,50,219,128,860,114,883,80,4.6438023168,58
1633,325893,750,50,219,128,860,114,873,81,4.6438023168,163
1634,325948,758,59,219,128,868,123,873,81,4.6438023168,55
1635,326098,758,59,219,128,868,123,870,77,4.6438023168,150
1636,326159,758,59,219,128,868,123,870,77,4.6438023168,61
1637,326225,758,59,219,128,868,123,872,78,4.6438023168,66
1638,326286,758,59,219,128,868,123,873,78,4.6438023168,61
1639,326417,758,59,219,128,868,123,875,77,4.6438023168,131
1640,326481,758,59,219,128,868,123,875,77,4.6438023168,64
1641,326579,758,59,219,128,868,123,876,78,4.6438023168,98
1642,326684,758,59,219,128,868,123,888,83,4.6438023168,105
1643,326797,758,59,219,128,868,123,915,107,4.6438023168,113
1644,326893,758,59,219,128,868,123,922,115,4.6438023168,96
1645,326947,779,84,219,128,889,148,922,114,4.6438023168,54
1646,327041,779,84,219,128,889,148,921,112,4.6438023168,94
1647,327099,779,84,219,128,889,148,921,112,4.6438023168,58
1648,327159,779,84,219,128,889,148,925,113,4.6438023168,60
1649,327226,779,84,219,128,889,148,933,113,4.6438023168,67
1650,327285,779,84,219,128,889,148,937,115,4.6438023168,59
1651,327342,779,84,219,128,889,148,947,128,4.6438023168,57
1652,327396,779,84,219,128,889,148,953,145,4.6438023168,54
1653,327508,779,84,219,128,889,148,953,145,4.6438023168,112
1654,327565,788,110,219,128,898,174,953,145,4.6438023168,57
1655,327645,788,110,219,128,898,174,951,141,4.6438023168,80
1656,327712,788,110,219,128,898,174,951,140,4.6438023168,67
1657,327772,788,110,219,128,898,174,953,144,4.6438023168,60
1658,327839,788,110,219,128,898,174,958,148,4.6438023168,67
1659,327896,788,110,219,128,898,174,971,164,4.6438023168,57
1660,328048,788,110,219,128,898,174,973,176,4.6438023168,152
1661,328098,800,139,219,128,910,203,973,176,4.6438023168,50
1662,328150,800,139,219,128,910,203,973,174,4.6438023168,52
1663,328205,800,139,219,128,910,203,973,174,4.6438023168,55
1664,328279,800,139,219,128,910,203,973,174,4.6438023168,74
1665,328340,800,139,219,128,910,203,972,176,4.6438023168,61
1666,328398,800,139,219,128,910,203,972,180,4.6438023168,58
1667,328456,800,139,219,128,910,203,975,185,4.6438023168,58
1668,328514,800,139,219,128,910,203,981,206,4.6438023168,58
1669,328664,800,139,219,128,910,203,985,218,4.6438023168,150
1670,328713,801,169,219,128,911,233,985,218,4.6438023168,49
1671,328788,801,169,219,128,911,233,985,213,4.6438023168,75
1672,328856,801,169,219,128,911,233,985,212,4.6438023168,68
1673,328934,801,169,219,128,911,233,985,213,4.6438023168,78
1674,329018,801,169,219,128,911,233,987,229,4.6438023168,84
1675,329158,801,169,219,128,911,233,988,243,4.6438023168,140
1676,329211,801,193,219,128,911,257,988,243,4.6438023168,53
1677,329317,801,193,219,128,911,257,988,238,4.6438023168,106
1678,329370,801,193,219,128,911,257,988,237,4.6438023168,53
1679,329421,801,193,219,128,911,257,988,239,4.6438023168,51
1680,329475,801,193,219,128,911,257,988,251,4.6438023168,54
1681,329528,801,193,219,128,911,257,989,266,4.6438023168,53
1682,329682,801,193,219,128,911,257,990,267,4.6438023168,154
1683,329732,802,221,219,128,912,285,990,267,4.6438023168,50
1684,329789,802,221,219,128,912,285,989,264,4.6438023168,57
1685,329847,802,221,219,128,912,285,989,264,4.6438023168,58
1686,329910,802,221,219,128,912,285,990,267,4.6438023168,63
1687,330010,802,221,219,128,912,285,993,277,4.6438023168,100
1688,330164,802,221,219,128,912,285,996,299,4.6438023168,154
1689,330213,802,241,219,128,912,305,996,299,4.6438023168,49
1690,330287,802,241,219,128,912,305,996,292,4.6438023168,74
1691,330346,802,241,219,128,912,305,996,292,4.6438023168,59
1692,330404,802,241,219,128,912,305,996,292,4.6438023168,58
1693,330462,802,241,219,128,912,305,997,293,4.6438023168,58
1694,330520,802,241,219,128,912,305,998,297,4.6438023168,58
1695,330614,802,241,219,128,912,305,997,309,4.6438023168,94
1696,330794,802,241,219,128,912,305,998,326,4.6438023168,180
1697,330845,798,272,219,128,908,336,998,326,4.6438023168,51
1698,330962,798,272,219,128,908,336,998,326,4.6438023168,117
1699,331013,798,272,219,128,908,336,998,325,4.6438023168,51
1700,331079,798,272,219,128,908,336,998,324,4.6438023168,66
1701,331168,798,272,219,128,908,336,1000,318,4.6438023168,89
1702,331219,798,272,219,128,908,336,1000,318,4.6438023168,51
1703,331268,798,272,219,128,908,336,1000,319,4.6438023168,49
1704,331320,798,272,219,128,908,336,1000,319,4.6438023168,52
1705,331383,798,272,219,128,908,336,1000,325,4.6438023168,63
1706,331442,798,272,219,128,908,336,1000,357,4.6438023168,59
1707,331707,798,272,219,128,908,336,1000,369,4.6438023168,265
1708,331785,797,301,219,128,907,365,1000,369,4.64217540913771,78
1709,331839,797,301,219,128,907,365,1000,368,4.63996752959009,54
1710,331892,797,301,219,128,907,365,1000,369,4.63806447943785,53
1711,331946,797,301,219,128,907,365,1000,369,4.63538698326203,54
1712,331997,797,301,219,128,907,365,1001,370,4.63187850044957,51
1713,332057,797,301,219,128,907,365,1001,373,4.62730851428988,60
1714,332109,797,301,219,128,907,365,1001,381,4.62044516112113,52
1715,332184,797,301,219,128,907,365,1001,387,4.61143945028776,75
1716,332275,797,301,219,128,907,365,1000,389,4.5947923882912,91
1717,332527,797,301,219,128,907,365,999,390,4.5620433216546,252
1718,332580,797,301,219,128,907,365,999,390,4.32760397300662,53
1719,332632,797,301,219,128,907,365,999,390,4.22665036929347,52
1720,332690,797,301,219,128,907,365,999,391,4.10410601901966,58
1721,332767,797,301,219,128,907,365,998,391,3.92765863816368,77
1722,332805,797,301,219,128,907,365,998,391,3.41411731596653,38
1723,332846,756,283,262,153,887,360,998,391,3.41411731596653,41
1724,332885,756,283,262,153,887,360,999,391,3.2058680584517,39
1725,332927,708,262,315,184,866,354,999,391,3.2058680584517,42
1726,332979,708,262,315,184,866,354,998,392,3.20049504451759,52
1727,333062,708,262,315,184,866,354,996,391,3.19058805013444,83
1728,333133,708,262,315,184,866,354,996,390,3.17277145240128,71
1729,333226,708,262,315,184,866,354,997,391,3.14447751004337,93
1730,333569,708,262,315,184,866,354,1001,394,3.09264383822136,343
1731,333606,708,262,315,184,866,354,1002,395,2.33205265206086,37
1732,333646,649,235,378,220,838,345,1001,394,2.33205265206086,40
1733,333683,649,235,378,220,838,345,1002,395,2.16411725774692,37
1734,333729,579,203,453,264,806,335,1002,395,2.16411725774692,46
1735,333784,579,203,453,264,806,335,1002,395,2.13819235009774,55
1736,333835,579,203,453,264,806,335,1002,396,2.10518930973504,51
1737,333892,579,203,453,264,806,335,1002,396,2.06658337518628,57
1738,334060,579,203,453,264,806,335,1002,396,1.9997412130388,168
1739,334099,579,203,453,264,806,335,1002,396,1.61563187147038,39
1740,334152,579,203,453,264,806,335,1002,396,1.61563187147038,53
1741,334212,494,165,544,317,766,324,1002,396,1.53983986920581,60
1742,334263,392,119,653,381,719,310,1002,397,1.53322368270165,51
1743,334357,392,119,653,381,719,310,1002,397,1.52574814760283,94
1744,334465,392,119,653,381,719,310,1004,400,1.50550276000974,108
1745,334509,392,119,653,381,719,310,1005,401,1.46890471723729,44
1746,334553,392,119,653,381,719,310,1004,403,1.44632741676589,44
1747,334599,392,119,653,381,719,310,1000,410,1.41817282191817,46
1748,334650,392,119,653,381,719,310,994,415,1.38234510149079,51
1749,334692,392,119,653,381,719,310,993,415,1.33240661307246,42
1750,334735,392,119,653,381,719,310,991,415,1.27929864705762,43
1751,334776,392,119,653,381,719,310,989,415,1.21364359373374,41
1752,334815,392,119,653,381,719,310,989,415,1.14093177803747,39
1753,334847,273,59,784,457,665,288,990,415,1.08,32
1754,334892,273,59,784,457,665,288,989,414,1.08,45
1755,334984,130,-12,940,548,600,262,990,414,1.08,92
1756,335031,130,-12,940,548,600,262,990,414,1.08,47
1757,335083,130,-12,940,548,600,262,990,413,1.08,52
1758,335125,130,-12,940,548,600,262,990,411,1.08,42
1759,335170,130,-12,940,548,600,262,989,410,1.08,45
1760,335216,130,-12,940,548,600,262,989,406,1.08,46
1761,335260,130,-12,940,548,600,262,988,404,1.08,44
1762,335308,130,-12,940,548,600,262,987,400,1.08,48
1763,335391,130,-12,940,548,600,262,985,397,1.08,83
1764,335966,130,-12,940,548,600,262,984,396,1.08,575
1765,336028,70,4,940,548,540,278,984,396,1.08,62
1766,337349,70,4,940,548,540,278,984,396,1.08,1321
1767,337380,70,4,940,548,540,278,983,397,1.08,31
1768,337446,70,4,940,548,540,278,984,395,1.08,66
1769,337535,70,4,940,548,540,278,985,395,1.08,89
1770,337579,70,4,940,548,540,278,985,396,1.08,44
1771,337723,70,4,940,548,540,278,985,397,1.08,144
1772,337758,70,4,940,548,540,278,986,397,1.08,35
1773,338795,70,4,940,548,540,278,987,396,1.08,1037
1774,339025,70,4,940,548,540,278,988,396,1.08,230
1775,339076,70,4,940,548,540,278,989,396,1.08,51
1776,339423,70,4,940,548,540,278,989,395,1.08,347
1777,339476,70,4,940,548,540,278,988,394,1.08,53
1778,339723,70,4,940,548,540,278,986,394,1.08,247
1779,339763,70,4,940,548,540,278,985,394,1.08,40
1780,339838,70,4,940,548,540,278,985,394,1.08,75
1781,339875,70,4,940,548,540,278,984,394,1.08,37
1782,339912,70,4,940,548,540,278,983,394,1.08,37
1783,339948,70,4,940,548,540,278,978,391,1.08,36
1784,339994,70,4,940,548,540,278,974,387,1.08,46
1785,340046,70,4,940,548,540,278,973,385,1.08,52
1786,340635,70,4,940,548,540,278,971,384,1.08,589
1787,340671,70,4,940,548,540,278,971,383,1.08,36
1788,340703,70,4,940,548,540,278,971,382,1.08,32
1789,340735,70,4,940,548,540,278,970,381,1.08,32
1790,340767,70,4,940,548,540,278,968,381,1.08,32
1791,340795,70,4,940,548,540,278,968,380,1.08,28
1792,340795,70,4,940,548,540,278,956,370,1.08,0
